sen, cat, 0, 1
weather_london equals 223 , variable, weather_london, 223
weather_london equalto 0 , variable, weather_london, 0
weather_london equalto x , variable, weather_london, x
weather_london equalto wrferer , variable, weather_london, wrferer
weather_london equalto banana , variable, weather_london, banana
weather_london equalto const , variable, weather_london, const
weather_london equalto start , variable, weather_london, start
weather_london equalto end , variable, weather_london, end
weather_london equalto time , variable, weather_london, time
weather_london equalto size , variable, weather_london, size
weather_london equalto a , variable, weather_london, a
weather_london equalto 4 , variable, weather_london, 4
weather_london equalto 5 , variable, weather_london, 5
weather_london equalto 10 , variable, weather_london, 10
weather_london equalto 234234 , variable, weather_london, 234234
weather_london equalto 343423424 , variable, weather_london, 343423424
weather_london equalto london , variable, weather_london, london
weather_london equalto opera , variable, weather_london, opera
weather_london equalto paul , variable, weather_london, paul
weather_london equalto fancy , variable, weather_london, fancy
weather_london equalto 9 , variable, weather_london, 9
weather_london equalto 223 , variable, weather_london, 223
weather_london be 0 , variable, weather_london, 0
weather_london be x , variable, weather_london, x
weather_london be wrferer , variable, weather_london, wrferer
weather_london be banana , variable, weather_london, banana
weather_london be const , variable, weather_london, const
weather_london be start , variable, weather_london, start
weather_london be end , variable, weather_london, end
weather_london be time , variable, weather_london, time
weather_london be size , variable, weather_london, size
weather_london be a , variable, weather_london, a
weather_london be 4 , variable, weather_london, 4
weather_london be 5 , variable, weather_london, 5
weather_london be 10 , variable, weather_london, 10
weather_london be 234234 , variable, weather_london, 234234
weather_london be 343423424 , variable, weather_london, 343423424
weather_london be london , variable, weather_london, london
weather_london be opera , variable, weather_london, opera
weather_london be paul , variable, weather_london, paul
weather_london be fancy , variable, weather_london, fancy
weather_london be 9 , variable, weather_london, 9
weather_london be 223 , variable, weather_london, 223
weather_london is 0 , variable, weather_london, 0
weather_london is x , variable, weather_london, x
weather_london is wrferer , variable, weather_london, wrferer
weather_london is banana , variable, weather_london, banana
weather_london is const , variable, weather_london, const
weather_london is start , variable, weather_london, start
weather_london is end , variable, weather_london, end
weather_london is time , variable, weather_london, time
weather_london is size , variable, weather_london, size
weather_london is a , variable, weather_london, a
weather_london is 4 , variable, weather_london, 4
weather_london is 5 , variable, weather_london, 5
weather_london is 10 , variable, weather_london, 10
weather_london is 234234 , variable, weather_london, 234234
weather_london is 343423424 , variable, weather_london, 343423424
weather_london is london , variable, weather_london, london
weather_london is opera , variable, weather_london, opera
weather_london is paul , variable, weather_london, paul
weather_london is fancy , variable, weather_london, fancy
weather_london is 9 , variable, weather_london, 9
weather_london is 223 , variable, weather_london, 223
weather_london contains 0 , variable, weather_london, 0
weather_london contains x , variable, weather_london, x
weather_london contains wrferer , variable, weather_london, wrferer
weather_london contains banana , variable, weather_london, banana
weather_london contains const , variable, weather_london, const
weather_london contains start , variable, weather_london, start
weather_london contains end , variable, weather_london, end
weather_london contains time , variable, weather_london, time
weather_london contains size , variable, weather_london, size
weather_london contains a , variable, weather_london, a
weather_london contains 4 , variable, weather_london, 4
weather_london contains 5 , variable, weather_london, 5
weather_london contains 10 , variable, weather_london, 10
weather_london contains 234234 , variable, weather_london, 234234
weather_london contains 343423424 , variable, weather_london, 343423424
weather_london contains london , variable, weather_london, london
weather_london contains opera , variable, weather_london, opera
weather_london contains paul , variable, weather_london, paul
weather_london contains fancy , variable, weather_london, fancy
weather_london contains 9 , variable, weather_london, 9
weather_london contains 223 , variable, weather_london, 223
int_5 = 0 , variable, int_5, 0
int_5 = x , variable, int_5, x
int_5 = wrferer , variable, int_5, wrferer
int_5 = banana , variable, int_5, banana
int_5 = const , variable, int_5, const
int_5 = start , variable, int_5, start
int_5 = end , variable, int_5, end
int_5 = time , variable, int_5, time
int_5 = size , variable, int_5, size
int_5 = a , variable, int_5, a
int_5 = 4 , variable, int_5, 4
int_5 = 5 , variable, int_5, 5
int_5 = 10 , variable, int_5, 10
int_5 = 234234 , variable, int_5, 234234
int_5 = 343423424 , variable, int_5, 343423424
int_5 = london , variable, int_5, london
int_5 = opera , variable, int_5, opera
int_5 = paul , variable, int_5, paul
int_5 = fancy , variable, int_5, fancy
int_5 = 9 , variable, int_5, 9
int_5 = 223 , variable, int_5, 223
int_5 <- 0 , variable, int_5, 0
int_5 <- x , variable, int_5, x
int_5 <- wrferer , variable, int_5, wrferer
int_5 <- banana , variable, int_5, banana
int_5 <- const , variable, int_5, const
int_5 <- start , variable, int_5, start
int_5 <- end , variable, int_5, end
int_5 <- time , variable, int_5, time
int_5 <- size , variable, int_5, size
int_5 <- a , variable, int_5, a
int_5 <- 4 , variable, int_5, 4
int_5 <- 5 , variable, int_5, 5
int_5 <- 10 , variable, int_5, 10
int_5 <- 234234 , variable, int_5, 234234
int_5 <- 343423424 , variable, int_5, 343423424
int_5 <- london , variable, int_5, london
int_5 <- opera , variable, int_5, opera
int_5 <- paul , variable, int_5, paul
int_5 <- fancy , variable, int_5, fancy
int_5 <- 9 , variable, int_5, 9
int_5 <- 223 , variable, int_5, 223
int_5 equal 0 , variable, int_5, 0
int_5 equal x , variable, int_5, x
int_5 equal wrferer , variable, int_5, wrferer
int_5 equal banana , variable, int_5, banana
int_5 equal const , variable, int_5, const
int_5 equal start , variable, int_5, start
int_5 equal end , variable, int_5, end
int_5 equal time , variable, int_5, time
int_5 equal size , variable, int_5, size
int_5 equal a , variable, int_5, a
int_5 equal 4 , variable, int_5, 4
int_5 equal 5 , variable, int_5, 5
int_5 equal 10 , variable, int_5, 10
int_5 equal 234234 , variable, int_5, 234234
int_5 equal 343423424 , variable, int_5, 343423424
int_5 equal london , variable, int_5, london
int_5 equal opera , variable, int_5, opera
int_5 equal paul , variable, int_5, paul
int_5 equal fancy , variable, int_5, fancy
int_5 equal 9 , variable, int_5, 9
int_5 equal 223 , variable, int_5, 223
int_5 equals 0 , variable, int_5, 0
int_5 equals x , variable, int_5, x
int_5 equals wrferer , variable, int_5, wrferer
int_5 equals banana , variable, int_5, banana
int_5 equals const , variable, int_5, const
int_5 equals start , variable, int_5, start
int_5 equals end , variable, int_5, end
int_5 equals time , variable, int_5, time
int_5 equals size , variable, int_5, size
int_5 equals a , variable, int_5, a
int_5 equals 4 , variable, int_5, 4
int_5 equals 5 , variable, int_5, 5
int_5 equals 10 , variable, int_5, 10
int_5 equals 234234 , variable, int_5, 234234
int_5 equals 343423424 , variable, int_5, 343423424
int_5 equals london , variable, int_5, london
int_5 equals opera , variable, int_5, opera
int_5 equals paul , variable, int_5, paul
int_5 equals fancy , variable, int_5, fancy
int_5 equals 9 , variable, int_5, 9
int_5 equals 223 , variable, int_5, 223
int_5 equalto 0 , variable, int_5, 0
int_5 equalto x , variable, int_5, x
int_5 equalto wrferer , variable, int_5, wrferer
int_5 equalto banana , variable, int_5, banana
int_5 equalto const , variable, int_5, const
int_5 equalto start , variable, int_5, start
int_5 equalto end , variable, int_5, end
int_5 equalto time , variable, int_5, time
int_5 equalto size , variable, int_5, size
int_5 equalto a , variable, int_5, a
int_5 equalto 4 , variable, int_5, 4
int_5 equalto 5 , variable, int_5, 5
int_5 equalto 10 , variable, int_5, 10
int_5 equalto 234234 , variable, int_5, 234234
int_5 equalto 343423424 , variable, int_5, 343423424
int_5 equalto london , variable, int_5, london
int_5 equalto opera , variable, int_5, opera
int_5 equalto paul , variable, int_5, paul
int_5 equalto fancy , variable, int_5, fancy
int_5 equalto 9 , variable, int_5, 9
int_5 equalto 223 , variable, int_5, 223
int_5 be 0 , variable, int_5, 0
int_5 be x , variable, int_5, x
int_5 be wrferer , variable, int_5, wrferer
int_5 be banana , variable, int_5, banana
int_5 be const , variable, int_5, const
int_5 be start , variable, int_5, start
int_5 be end , variable, int_5, end
int_5 be time , variable, int_5, time
int_5 be size , variable, int_5, size
int_5 be a , variable, int_5, a
int_5 be 4 , variable, int_5, 4
int_5 be 5 , variable, int_5, 5
int_5 be 10 , variable, int_5, 10
int_5 be 234234 , variable, int_5, 234234
int_5 be 343423424 , variable, int_5, 343423424
int_5 be london , variable, int_5, london
int_5 be opera , variable, int_5, opera
int_5 be paul , variable, int_5, paul
int_5 be fancy , variable, int_5, fancy
int_5 be 9 , variable, int_5, 9
int_5 be 223 , variable, int_5, 223
int_5 is 0 , variable, int_5, 0
int_5 is x , variable, int_5, x
int_5 is wrferer , variable, int_5, wrferer
int_5 is banana , variable, int_5, banana
int_5 is const , variable, int_5, const
int_5 is start , variable, int_5, start
int_5 is end , variable, int_5, end
int_5 is time , variable, int_5, time
int_5 is size , variable, int_5, size
int_5 is a , variable, int_5, a
int_5 is 4 , variable, int_5, 4
int_5 is 5 , variable, int_5, 5
int_5 is 10 , variable, int_5, 10
int_5 is 234234 , variable, int_5, 234234
int_5 is 343423424 , variable, int_5, 343423424
int_5 is london , variable, int_5, london
int_5 is opera , variable, int_5, opera
int_5 is paul , variable, int_5, paul
int_5 is fancy , variable, int_5, fancy
int_5 is 9 , variable, int_5, 9
int_5 is 223 , variable, int_5, 223
int_5 contains 0 , variable, int_5, 0
int_5 contains x , variable, int_5, x
int_5 contains wrferer , variable, int_5, wrferer
int_5 contains banana , variable, int_5, banana
int_5 contains const , variable, int_5, const
int_5 contains start , variable, int_5, start
int_5 contains end , variable, int_5, end
int_5 contains time , variable, int_5, time
int_5 contains size , variable, int_5, size
int_5 contains a , variable, int_5, a
int_5 contains 4 , variable, int_5, 4
int_5 contains 5 , variable, int_5, 5
int_5 contains 10 , variable, int_5, 10
int_5 contains 234234 , variable, int_5, 234234
