sen,cat,0,1
iterate through each 1000 in array,loop,array,1000
iterate through each 1000 in a,loop,a,1000
iterate through each 1000 in animals,loop,animals,1000
iterate through each 1000 in int_5,loop,int_5,1000
iterate over all x in arr,loop,arr,x
iterate over all x in array,loop,array,x
iterate over all x in a,loop,a,x
iterate over all x in animals,loop,animals,x
iterate over all x in int_5,loop,int_5,x
iterate over all banana in arr,loop,arr,banana
iterate over all banana in array,loop,array,banana
iterate over all banana in a,loop,a,banana
iterate over all banana in animals,loop,animals,banana
iterate over all banana in int_5,loop,int_5,banana
iterate over all start in arr,loop,arr,start
iterate over all start in array,loop,array,start
iterate over all start in a,loop,a,start
iterate over all start in animals,loop,animals,start
iterate over all start in int_5,loop,int_5,start
iterate over all time in arr,loop,arr,time
iterate over all time in array,loop,array,time
iterate over all time in a,loop,a,time
iterate over all time in animals,loop,animals,time
iterate over all time in int_5,loop,int_5,time
iterate over all 4 in arr,loop,arr,4
iterate over all 4 in array,loop,array,4
iterate over all 4 in a,loop,a,4
iterate over all 4 in animals,loop,animals,4
iterate over all 4 in int_5,loop,int_5,4
iterate over all size in arr,loop,arr,size
iterate over all size in array,loop,array,size
iterate over all size in a,loop,a,size
iterate over all size in animals,loop,animals,size
iterate over all size in int_5,loop,int_5,size
iterate over all i in arr,loop,arr,i
iterate over all i in array,loop,array,i
iterate over all i in a,loop,a,i
iterate over all i in animals,loop,animals,i
iterate over all i in int_5,loop,int_5,i
iterate over all j in arr,loop,arr,j
iterate over all j in array,loop,array,j
iterate over all j in a,loop,a,j
iterate over all j in animals,loop,animals,j
iterate over all j in int_5,loop,int_5,j
iterate over all a in arr,loop,arr,a
iterate over all a in array,loop,array,a
iterate over all a in a,loop,a,a
iterate over all a in animals,loop,animals,a
iterate over all a in int_5,loop,int_5,a
iterate over all 5 in arr,loop,arr,5
iterate over all 5 in array,loop,array,5
iterate over all 5 in a,loop,a,5
iterate over all 5 in animals,loop,animals,5
iterate over all 5 in int_5,loop,int_5,5
iterate over all string in arr,loop,arr,string
iterate over all string in array,loop,array,string
iterate over all string in a,loop,a,string
iterate over all string in animals,loop,animals,string
iterate over all string in int_5,loop,int_5,string
iterate over all variable in arr,loop,arr,variable
iterate over all variable in array,loop,array,variable
iterate over all variable in a,loop,a,variable
iterate over all variable in animals,loop,animals,variable
iterate over all variable in int_5,loop,int_5,variable
iterate over all element in arr,loop,arr,element
iterate over all element in array,loop,array,element
iterate over all element in a,loop,a,element
iterate over all element in animals,loop,animals,element
iterate over all element in int_5,loop,int_5,element
iterate over all 1000 in arr,loop,arr,1000
iterate over all 1000 in array,loop,array,1000
iterate over all 1000 in a,loop,a,1000
iterate over all 1000 in animals,loop,animals,1000
iterate over all 1000 in int_5,loop,int_5,1000
iterate over every x in arr,loop,arr,x
iterate over every x in array,loop,array,x
iterate over every x in a,loop,a,x
iterate over every x in animals,loop,animals,x
iterate over every x in int_5,loop,int_5,x
iterate over every banana in arr,loop,arr,banana
iterate over every banana in array,loop,array,banana
iterate over every banana in a,loop,a,banana
iterate over every banana in animals,loop,animals,banana
iterate over every banana in int_5,loop,int_5,banana
iterate over every start in arr,loop,arr,start
iterate over every start in array,loop,array,start
iterate over every start in a,loop,a,start
iterate over every start in animals,loop,animals,start
iterate over every start in int_5,loop,int_5,start
iterate over every time in arr,loop,arr,time
iterate over every time in array,loop,array,time
iterate over every time in a,loop,a,time
iterate over every time in animals,loop,animals,time
iterate over every time in int_5,loop,int_5,time
iterate over every 4 in arr,loop,arr,4
iterate over every 4 in array,loop,array,4
iterate over every 4 in a,loop,a,4
iterate over every 4 in animals,loop,animals,4
iterate over every 4 in int_5,loop,int_5,4
iterate over every size in arr,loop,arr,size
iterate over every size in array,loop,array,size
iterate over every size in a,loop,a,size
iterate over every size in animals,loop,animals,size
iterate over every size in int_5,loop,int_5,size
iterate over every i in arr,loop,arr,i
iterate over every i in array,loop,array,i
iterate over every i in a,loop,a,i
iterate over every i in animals,loop,animals,i
iterate over every i in int_5,loop,int_5,i
iterate over every j in arr,loop,arr,j
iterate over every j in array,loop,array,j
iterate over every j in a,loop,a,j
iterate over every j in animals,loop,animals,j
iterate over every j in int_5,loop,int_5,j
iterate over every a in arr,loop,arr,a
iterate over every a in array,loop,array,a
iterate over every a in a,loop,a,a
iterate over every a in animals,loop,animals,a
iterate over every a in int_5,loop,int_5,a
iterate over every 5 in arr,loop,arr,5
iterate over every 5 in array,loop,array,5
iterate over every 5 in a,loop,a,5
iterate over every 5 in animals,loop,animals,5
iterate over every 5 in int_5,loop,int_5,5
iterate over every string in arr,loop,arr,string
iterate over every string in array,loop,array,string
iterate over every string in a,loop,a,string
iterate over every string in animals,loop,animals,string
iterate over every string in int_5,loop,int_5,string
iterate over every variable in arr,loop,arr,variable
iterate over every variable in array,loop,array,variable
iterate over every variable in a,loop,a,variable
iterate over every variable in animals,loop,animals,variable
iterate over every variable in int_5,loop,int_5,variable
iterate over every element in arr,loop,arr,element
iterate over every element in array,loop,array,element
iterate over every element in a,loop,a,element
iterate over every element in animals,loop,animals,element
iterate over every element in int_5,loop,int_5,element
iterate over every 1000 in arr,loop,arr,1000
iterate over every 1000 in array,loop,array,1000
iterate over every 1000 in a,loop,a,1000
iterate over every 1000 in animals,loop,animals,1000
iterate over every 1000 in int_5,loop,int_5,1000
iterate over each x in arr,loop,arr,x
iterate over each x in array,loop,array,x
iterate over each x in a,loop,a,x
iterate over each x in animals,loop,animals,x
iterate over each x in int_5,loop,int_5,x
iterate over each banana in arr,loop,arr,banana
iterate over each banana in array,loop,array,banana
iterate over each banana in a,loop,a,banana
iterate over each banana in animals,loop,animals,banana
iterate over each banana in int_5,loop,int_5,banana
iterate over each start in arr,loop,arr,start
iterate over each start in array,loop,array,start
iterate over each start in a,loop,a,start
iterate over each start in animals,loop,animals,start
iterate over each start in int_5,loop,int_5,start
iterate over each time in arr,loop,arr,time
iterate over each time in array,loop,array,time
iterate over each time in a,loop,a,time
iterate over each time in animals,loop,animals,time
iterate over each time in int_5,loop,int_5,time
iterate over each 4 in arr,loop,arr,4
iterate over each 4 in array,loop,array,4
iterate over each 4 in a,loop,a,4
iterate over each 4 in animals,loop,animals,4
iterate over each 4 in int_5,loop,int_5,4
iterate over each size in arr,loop,arr,size
iterate over each size in array,loop,array,size
iterate over each size in a,loop,a,size
iterate over each size in animals,loop,animals,size
